text,label
"As applicable to and appropriate for a Clinical Study, Adaptimmune may monitor the conduct of a Clinical Study in accordance with Good Clinical Practice requirements of FDA Regulations, and may visit MD Anderson for the purpose of such monitoring.",Audit Rights
This Agreement is entered into in the State of Texas and shall be interpreted according to the laws of the State of Texas.,Governing Law
Name      --------------------------------------:------------------------------------ Position:          ----------------------------------:              (Authorised Signatory),NONE
"For a period of six (6) months at the end of the Term (the ""Sell-off Period""); provided that the Agreement was not terminated by Wade as permitted herein, Naked will have the right to continue to sell the Wade Products (defined below) for which orders have already been placed at the end of the Term on the terms and conditions herein.",Post-Termination Services
"Twin Cities Power Holdings, LLC",Parties
This Agreement will be governed by the laws of the State of Delaware without regard to its conflicts of law principles.,Governing Law
Fox has not granted and will not grant any exclusive distribution rights with respect to the Wireless Products to VGSL or any other party,Exclusivity
"Neither Party may assign, delegate, or transfer this Agreement or any of its rights or duties hereunder, without the prior written consent of the other Party.",Anti-Assignment
This Second Amendment shall be governed by and construed in accordance with the laws of the Commonwealth of Pennsylvania.,Governing Law
"This Agreement will come into effect on the Effective Date and shall continue in full force for ten (10) years from the Launch (the ""Initial Term""), or the date of expiry of the last valid patent of the Licensed Product, whichever comes later, subject to clauses 19.2, 19.3, 19.4 and 19.5 hereunder",Expiration Date
"In such a case, PFHOF shall promptly notify the Village Media Company and provide the Village Media Company with any bona fide third party offer to license such PFHOF Work that PFHOF is willing to accept, including any specific terms and proposed business plan relating to such offer.",Rofr/Rofo/Rofn
"Such termination, together with the provisions of Section 5.2 of the License Agreement,   constitutes as Stryker's sole remedy and Conformis' exclusive liability in the event of any such rejection or failure by Conformis to   deliver materially conforming Deliverables hereunder so long as such rejection or failure does not arise from Conformis' fraud,   willful misconduct, gross negligence or bad faith.",Cap On Liability
"Beike Internet Security Technology Co., Ltd.",Parties
"The Company and Online BVI each assign to Skype, with full title guarantee, all copyrights, patents, trade marks, service marks, rights of publicity, authors' rights, contract and licensing rights, goodwill and all other intellectual property rights in and to the foregoing translations as may exist now and/or hereafter come into existence and arising under the laws of any jurisdiction for the entire term of such rights and all renewals, revivals and extensions thereof.",Ip Ownership Assignment
"In the event that Manufacturer or any of its Affiliates, directly or indirectly, sells, assigns, leases, conveys, transfers or otherwise disposes of any Facility (a ""Facility Disposition""), then Manufacturer shall immediately notify Customer of such event and Customer shall be entitled for a period of six (6) months after the receipt of such notice to terminate any Facility Addendum with respect to such Facility for cause immediately upon written notice to Manufacturer and, in the event Customer decides not to terminate the Facility Addendum for cause, Customer shall be entitled for a period of two (2) years (or such longer period in order to obtain approval for manufacture from all applicable Governmental Authorities) after",Anti-Assignment
This Agreement shall be governed and construed according to the law of Tennessee.,Governing Law
